state,City,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Station Name,Operator,Usage Type,Connector Type,Power (kW),station_id,location,charging_type,num_chargers,voltage_level,current_flow,power_consumed,power_loss,voltage_fluctuation
Dadra and Nagar Haveli and Daman and Diu,Daman,31089,30140,13153,23496,49216,48022,32063,4405,Green Charge,IOCL,Commercial,CHAdeMO,229,12677,Highway,Ultra Fast,41,577.18,88.52,51.09,4.91,13.68
Telangana,Hyderabad,27647,15150,42431,40788,38939,35611,39001,3434,Green Charge,IOCL,Private,CHAdeMO,91,12678,Highway,Fast,6,613.72,431.46,264.8,21.38,5.92
Madhya Pradesh,Indore,49532,1516,35172,48072,15861,5029,45254,24426,EV Hub,Fortum,Public,CHAdeMO,186,12679,Urban,Ultra Fast,33,684.81,336.35,230.34,9.31,10.39
Arunachal Pradesh,Itanagar,20918,23866,5071,21259,20792,44511,10795,47181,FastCharge,BPCL,Commercial,CCS,209,12680,Rural,Fast,38,305.2,76.95,23.49,1.02,6.06
Odisha,Cuttack,28551,48871,33760,3038,6587,43292,21741,19703,Power Station,BPCL,Private,GB/T,75,12681,Rural,Slow,42,248.54,497.91,123.75,2.27,12.94
Manipur,Imphal,48960,18440,20782,26811,9335,11275,48230,29487,FastCharge,EVRE,Commercial,GB/T,26,12682,Rural,Ultra Fast,12,567.01,44.84,25.42,1.21,10.42
Rajasthan,Udaipur,31992,26242,31485,32005,18700,16831,22893,45029,EV Hub,IOCL,Private,CCS,128,12683,Semi-Urban,Fast,6,781.19,29.53,23.07,2.04,7.29
Gujarat,Vadodara,49104,9390,22575,29508,14936,4632,34889,12990,EV Hub,IOCL,Public,GB/T,93,12684,Highway,Slow,15,337.26,435.83,146.99,10.17,0.67
Arunachal Pradesh,Itanagar,33406,457,27782,39129,11493,18151,32527,33562,FastCharge,Ather Energy,Commercial,CCS,163,12685,Urban,Ultra Fast,30,350.62,186.87,65.52,2.01,7.33
Uttarakhand,Dehradun,46720,30713,37988,17003,4676,7626,31804,4227,Charge Point,BPCL,Public,Type 2,33,12686,Rural,Ultra Fast,19,724.63,102.44,74.23,7.4,13.84
Meghalaya,Shillong,26768,2660,12825,29261,45517,27507,38465,33726,Power Station,ChargeZone,Private,CCS,214,12687,Urban,Fast,4,482.12,225.33,108.64,9.57,8.77
Madhya Pradesh,Bhopal,28597,13812,17338,33692,48515,46113,947,11035,EV Hub,BPCL,Private,GB/T,321,12688,Highway,Fast,31,452.48,397.29,179.77,2.11,4.97
Nagaland,Kohima,40890,45798,22245,25763,29322,24562,21233,3479,EV Hub,Fortum,Private,Type 2,271,12689,Urban,Fast,15,565.96,278.36,157.54,9.96,14.33
Andhra Pradesh,Vijayawada,4695,14107,43114,31596,44239,15943,16406,42711,EV Hub,EVRE,Private,GB/T,114,12690,Rural,Slow,19,410.56,197.12,80.93,3.92,4.47
Goa,Panaji,30087,23753,45779,46760,10987,2768,37446,35899,EV Hub,Tata Power,Public,Type 2,42,12691,Urban,Slow,4,576.41,400.45,230.82,9.76,9.19
Meghalaya,Shillong,48724,46661,20294,237,24427,14214,31709,19014,EV Hub,Tata Power,Private,CCS,55,12692,Urban,Slow,18,522.28,293.93,153.51,13.9,10.9
Andaman and Nicobar Islands,Port Blair,23159,4834,11409,20921,21896,13336,44588,33232,FastCharge,EVRE,Public,CHAdeMO,212,12693,Urban,Ultra Fast,9,741.57,393.22,291.6,16.78,7.61
Uttarakhand,Dehradun,3103,42884,24352,45310,1537,21421,1705,21273,Green Charge,IOCL,Public,CCS,11,12694,Urban,Slow,4,678.52,100.85,68.43,1.59,1.47
Odisha,Bhubaneswar,31681,46294,32662,49542,21688,7149,31082,36122,FastCharge,Tata Power,Private,Type 2,69,12695,Highway,Ultra Fast,15,296.85,258.5,76.74,5.16,14.63
Arunachal Pradesh,Itanagar,14135,25567,24977,31007,41024,34880,17795,12525,Green Charge,BPCL,Commercial,GB/T,176,12696,Semi-Urban,Fast,33,705.62,45.61,32.18,2.72,2.99
West Bengal,Kolkata,1908,33358,28466,17750,4897,45031,43209,13994,EV Hub,BPCL,Public,CHAdeMO,203,12697,Highway,Slow,23,346.07,440.84,152.56,3.7,10.8
Ladakh,Leh,46451,35078,8852,25893,595,33432,24226,41080,Charge Point,ChargeZone,Private,CCS,77,12698,Semi-Urban,Fast,27,705.4,83.5,58.9,2.34,12.81
Andaman and Nicobar Islands,Port Blair,1610,7241,14149,49491,17757,2446,19808,37163,Charge Point,Tata Power,Private,CCS,261,12699,Urban,Slow,6,497.27,113.91,56.64,4.45,5.29
Telangana,Hyderabad,3782,26124,14892,26877,37052,4827,4658,26719,FastCharge,Ather Energy,Private,Type 2,56,12700,Highway,Slow,28,246.4,339.83,83.73,6.91,8.93
Goa,Margao,49903,30346,33305,34964,46035,30614,27494,27356,Charge Point,Tata Power,Commercial,GB/T,59,12701,Rural,Fast,31,486.23,218.57,106.28,10.6,14.21
Kerala,Trivandrum,30836,37535,15347,40670,5197,41265,2772,44676,FastCharge,IOCL,Commercial,GB/T,67,12702,Highway,Ultra Fast,35,513.89,278.35,143.04,10.78,14.01
West Bengal,Kolkata,22527,21113,41272,25455,1868,15501,33161,22467,Green Charge,Tata Power,Commercial,CHAdeMO,93,12703,Rural,Slow,14,226.76,262.79,59.59,3.96,14.01
Chhattisgarh,Raipur,11456,47791,47562,45547,35571,45096,41157,32268,Power Station,Tata Power,Private,CHAdeMO,115,12704,Urban,Ultra Fast,11,537.89,253.01,136.09,11,14.4
Chandigarh,Chandigarh,18234,13141,14829,41859,41319,42885,40466,20920,EV Hub,EVRE,Commercial,GB/T,10,12705,Highway,Ultra Fast,36,264.28,116.68,30.84,2.63,13.07
Haryana,Faridabad,28217,27996,36143,22901,34333,33137,19850,9193,EV Hub,Ather Energy,Private,CCS,224,12706,Rural,Ultra Fast,48,369.31,468.36,172.97,12.7,2.62
Andaman and Nicobar Islands,Port Blair,45671,44862,48591,908,39313,23803,33971,16780,Green Charge,Ather Energy,Private,CHAdeMO,187,12707,Highway,Slow,6,420.35,181.83,76.43,2.87,3.88
Punjab,Ludhiana,25268,14450,21451,45198,22234,408,24126,13061,Power Station,ChargeZone,Commercial,GB/T,261,12708,Rural,Ultra Fast,37,717.7,235.36,168.92,14.1,13.25
Himachal Pradesh,Shimla,49600,21173,42815,5183,27933,28458,32921,28465,Charge Point,Ather Energy,Private,CCS,335,12709,Highway,Ultra Fast,11,362.74,73.97,26.83,2.65,5.32
Gujarat,Vadodara,36050,38879,74,40833,25472,36167,8057,30733,Green Charge,EVRE,Private,GB/T,149,12710,Urban,Slow,24,421.07,454.48,191.37,15.32,9.42
Ladakh,Leh,147,30842,25051,16249,46712,42969,19818,43284,FastCharge,EVRE,Commercial,CHAdeMO,297,12711,Urban,Ultra Fast,21,791.86,419.28,332.01,19.55,12.56
Chandigarh,Chandigarh,16609,2806,27148,1933,39658,5887,12736,12876,FastCharge,IOCL,Public,CCS,281,12712,Urban,Slow,15,272.59,320.3,87.31,6.48,5.88
Chandigarh,Chandigarh,36983,46222,26023,9751,46966,29405,38142,3752,Green Charge,Ather Energy,Commercial,GB/T,77,12713,Rural,Slow,17,661.62,99.58,65.88,6.1,0.63
Nagaland,Kohima,7025,10878,8602,30999,14095,7685,43124,43586,FastCharge,EVRE,Commercial,GB/T,114,12714,Semi-Urban,Slow,16,541.86,310.59,168.3,16.19,8.31
Nagaland,Kohima,30491,45166,48890,42542,15168,48063,25204,34054,Charge Point,Ather Energy,Public,GB/T,347,12715,Rural,Ultra Fast,21,475.84,367.69,174.96,14.63,9.05
Goa,Panaji,2787,40945,48085,38758,37355,20565,28940,32334,FastCharge,BPCL,Private,CCS,24,12716,Semi-Urban,Slow,19,506.85,105.76,53.6,2.74,7.56
Kerala,Kochi,48339,45003,33748,28902,27456,44699,4046,6714,FastCharge,Ather Energy,Private,GB/T,303,12717,Rural,Ultra Fast,42,742.18,59.67,44.29,1.64,9.88
Kerala,Kochi,46027,49758,14070,11021,6685,763,2043,47957,Green Charge,EVRE,Public,CCS,208,12718,Rural,Fast,46,460.82,78.48,36.17,0.86,13.91
Dadra and Nagar Haveli and Daman and Diu,Silvassa,2542,28762,7593,23238,16827,24902,8077,48317,Power Station,ChargeZone,Private,Type 2,234,12719,Rural,Fast,45,603.62,137.69,83.11,5.74,3.72
Sikkim,Gangtok,30459,19679,6949,33820,16803,28237,14633,13029,FastCharge,Tata Power,Public,Type 2,199,12720,Urban,Slow,38,249.23,450.06,112.17,3.02,12.48
Maharashtra,Pune,7854,14060,13952,4845,48346,27562,28630,32272,Charge Point,IOCL,Private,Type 2,102,12721,Urban,Fast,7,786.14,410.76,322.91,14.47,1.22
Karnataka,Bangalore,19999,31907,15399,1035,43049,29144,39626,38266,Charge Point,Tata Power,Private,CHAdeMO,201,12722,Urban,Slow,26,617.68,188.91,116.69,7.52,11.92
Telangana,Hyderabad,27249,41129,34475,41058,45538,7270,27777,28129,Power Station,ChargeZone,Private,Type 2,110,12723,Rural,Ultra Fast,16,524.19,176.47,92.5,6.75,13.27
Himachal Pradesh,Shimla,46836,41540,3334,19849,44029,29823,36364,8860,Green Charge,EVRE,Commercial,Type 2,230,12724,Urban,Slow,25,369.86,299.08,110.62,7.91,10.11
Chhattisgarh,Bhilai,5314,11430,8210,32601,43706,47898,49551,2746,Green Charge,EVRE,Public,CHAdeMO,72,12725,Highway,Ultra Fast,10,477.33,346.41,165.35,5.44,6.76
Rajasthan,Jaipur,19269,868,18345,20647,28711,42269,29666,4677,FastCharge,Ather Energy,Commercial,Type 2,62,12726,Highway,Fast,5,536.64,401.45,215.43,6.02,9.95
Telangana,Hyderabad,6538,30942,18970,24315,13497,30251,39203,22547,EV Hub,EVRE,Commercial,CCS,231,12727,Rural,Fast,24,564.94,356.39,201.34,3.67,5.62
Punjab,Amritsar,29014,43917,24833,38295,11769,11588,40863,19710,Power Station,Ather Energy,Public,CHAdeMO,67,12728,Rural,Slow,26,575.57,463.12,266.56,11.27,3.75
Chhattisgarh,Raipur,31784,34436,37386,34925,8379,41629,31866,45267,Power Station,ChargeZone,Commercial,CCS,57,12729,Semi-Urban,Fast,39,249.86,321.05,80.22,3.53,9.77
Gujarat,Surat,12932,30994,4247,44956,37254,21114,36869,34589,EV Hub,ChargeZone,Public,CCS,236,12730,Urban,Ultra Fast,38,479.42,231.11,110.8,10.53,9.53
Lakshadweep,Kavaratti,41121,42165,33710,907,16480,47940,21551,24968,EV Hub,EVRE,Public,CHAdeMO,22,12731,Urban,Ultra Fast,40,237.41,265.56,63.05,5.26,14.06
Dadra and Nagar Haveli and Daman and Diu,Daman,37701,6957,5439,30390,28693,18323,12400,48135,Charge Point,Ather Energy,Public,Type 2,17,12732,Urban,Fast,48,255.61,268.63,68.66,3.12,4.73
Arunachal Pradesh,Itanagar,47601,26025,19859,20592,36210,2116,5496,30574,EV Hub,Fortum,Public,Type 2,347,12733,Highway,Fast,27,575.85,148.22,85.35,7.19,11.11
Meghalaya,Shillong,5572,32975,19310,2947,36451,33159,34783,43519,EV Hub,Fortum,Public,Type 2,92,12734,Urban,Slow,30,363.87,347.05,126.28,9.63,1.08
Delhi,New Delhi,49917,15333,29464,11550,45254,12879,37764,9485,Charge Point,Ather Energy,Public,GB/T,317,12735,Highway,Ultra Fast,33,455.9,231.72,105.64,2.9,13.29
Punjab,Ludhiana,13595,17884,40649,28911,12783,12743,6051,48932,Green Charge,ChargeZone,Private,CCS,276,12736,Highway,Ultra Fast,29,613.08,415.02,254.44,9.04,4.71
Andaman and Nicobar Islands,Port Blair,6160,11210,35497,20535,4810,25309,28635,46734,EV Hub,IOCL,Private,GB/T,190,12737,Semi-Urban,Ultra Fast,25,762.78,453.76,346.12,27.66,9.5
Andhra Pradesh,Visakhapatnam,40817,9266,13756,39971,31837,41662,30930,41672,EV Hub,Tata Power,Private,GB/T,191,12738,Rural,Ultra Fast,33,422.84,33.86,14.32,0.24,1.11
Karnataka,Bangalore,46712,20394,20392,43239,33677,41219,42150,11871,Green Charge,Ather Energy,Public,CCS,39,12739,Highway,Fast,42,670.4,341.92,229.22,17.27,3.79
Rajasthan,Jaipur,30017,4376,32678,8045,35698,40455,30008,25045,Charge Point,BPCL,Private,Type 2,225,12740,Rural,Fast,34,709.65,489.3,347.23,31.78,9.36
Chandigarh,Chandigarh,8239,31467,15824,38450,40446,25245,13917,13820,EV Hub,Fortum,Private,CCS,230,12741,Rural,Fast,44,357.22,44.11,15.76,1.36,9.35
Maharashtra,Pune,28646,47867,21331,29918,33098,42276,41529,24313,EV Hub,ChargeZone,Public,GB/T,134,12742,Urban,Ultra Fast,13,566.66,278.08,157.58,4.28,9.49
Jammu and Kashmir,Srinagar,6471,22259,49717,711,25217,15047,27444,21546,Charge Point,EVRE,Commercial,CCS,161,12743,Semi-Urban,Slow,42,698.05,218.56,152.57,8.18,10.7
Jammu and Kashmir,Jammu,6949,15041,44446,20415,42111,17715,45950,9580,Power Station,BPCL,Public,Type 2,188,12744,Highway,Ultra Fast,19,782.64,411.14,321.77,20.93,14.79
Telangana,Hyderabad,34133,5487,6986,34176,42269,23731,14503,45348,Green Charge,BPCL,Private,CHAdeMO,342,12745,Rural,Slow,9,640.57,386.53,247.6,2.87,2.68
Mizoram,Aizawl,10505,39498,5858,25307,26909,12549,43003,28293,EV Hub,EVRE,Private,GB/T,155,12746,Urban,Fast,24,239.76,107.57,25.79,1.64,5.28
Nagaland,Kohima,28961,4633,48076,20970,49882,37922,42113,17068,Charge Point,ChargeZone,Public,Type 2,260,12747,Semi-Urban,Fast,49,787.37,399.97,314.92,6.82,2.77
Maharashtra,Pune,8027,33582,23419,11470,42724,33982,47585,23807,EV Hub,ChargeZone,Public,CHAdeMO,243,12748,Rural,Fast,22,584.59,42.52,24.86,0.38,6.59
Kerala,Trivandrum,26607,606,39929,25032,3011,15353,33139,5314,Green Charge,Tata Power,Public,GB/T,101,12749,Rural,Fast,35,487.31,368.77,179.71,7.93,4.67
Uttarakhand,Dehradun,3882,1888,567,40398,46498,10780,10548,30867,Power Station,Fortum,Commercial,CCS,80,12750,Urban,Slow,33,431.52,318.13,137.28,6.57,5.14
Himachal Pradesh,Shimla,31226,34593,16661,3974,28947,15096,16303,16154,FastCharge,EVRE,Public,GB/T,198,12751,Semi-Urban,Slow,48,678.04,108.95,73.87,6.72,5.99
Rajasthan,Udaipur,4420,41670,44182,44315,8829,279,29344,21286,Green Charge,BPCL,Private,CHAdeMO,168,12752,Urban,Slow,39,389.19,326.42,127.04,1.28,14.35
Andhra Pradesh,Guntur,10538,32535,12921,3886,34183,38513,12109,34354,Charge Point,IOCL,Private,CCS,133,12753,Semi-Urban,Fast,19,261.28,139.68,36.5,1.96,13.75
Delhi,New Delhi,7118,2871,11664,15769,41992,32499,15427,37670,Green Charge,IOCL,Private,CHAdeMO,147,12754,Rural,Ultra Fast,34,499.98,412.15,206.07,18.05,12.07
Mizoram,Aizawl,13132,30087,85,21567,19304,18817,10295,23877,FastCharge,IOCL,Commercial,GB/T,180,12755,Highway,Ultra Fast,41,569.13,489.45,278.56,22.69,8.89
Tripura,Agartala,42309,31060,2216,45266,5140,20840,22765,4337,Power Station,Ather Energy,Commercial,Type 2,310,12756,Semi-Urban,Fast,8,664.45,371.25,246.68,16.92,4.07
Maharashtra,Nagpur,32791,7467,41851,9748,36477,14822,21386,46672,FastCharge,EVRE,Public,CHAdeMO,238,12757,Semi-Urban,Ultra Fast,27,497.65,231.71,115.31,3.88,6.58
Haryana,Faridabad,3568,48121,7844,45325,39232,36720,37738,40142,FastCharge,BPCL,Commercial,CCS,275,12758,Semi-Urban,Ultra Fast,48,377.34,126.81,47.85,1.69,9.56
Assam,Guwahati,14780,21165,47373,39210,3461,16079,26905,43754,FastCharge,Tata Power,Commercial,CHAdeMO,231,12759,Highway,Slow,40,250.35,91.74,22.97,1.98,7.79
Andhra Pradesh,Vijayawada,23424,7668,44626,18394,17696,6569,13848,35264,FastCharge,EVRE,Commercial,Type 2,193,12760,Semi-Urban,Fast,7,552.62,199.39,110.19,6.7,2.9
Chandigarh,Chandigarh,9855,34157,18557,24686,5439,5246,10132,3940,Charge Point,IOCL,Public,Type 2,328,12761,Urban,Fast,40,798.22,188.04,150.1,8.77,3.31
Jharkhand,Ranchi,46220,25747,15477,4687,42127,37082,8673,41954,EV Hub,IOCL,Public,CCS,247,12762,Semi-Urban,Ultra Fast,31,565.44,423.06,239.22,2.99,4.07
Odisha,Cuttack,13172,22222,4534,7936,34217,38006,3014,24904,FastCharge,Tata Power,Public,Type 2,154,12763,Urban,Fast,31,661.38,188.79,124.86,8.49,14.79
Punjab,Amritsar,1426,8303,30434,43334,35307,2249,9468,35072,EV Hub,EVRE,Commercial,CHAdeMO,108,12764,Semi-Urban,Ultra Fast,41,725.23,398.59,289.07,20.02,10.19
Assam,Silchar,10122,10590,5835,48980,4601,32733,29564,40821,Green Charge,ChargeZone,Private,GB/T,72,12765,Urban,Ultra Fast,28,374.33,45.65,17.09,0.32,12.9
Tamil Nadu,Coimbatore,11806,11475,27308,41144,45763,47694,39227,4861,FastCharge,ChargeZone,Private,CCS,327,12766,Rural,Fast,43,547.81,72.08,39.49,2.51,0.39
Uttar Pradesh,Lucknow,9124,25938,48055,12985,21443,17422,4502,32844,EV Hub,Ather Energy,Public,GB/T,82,12767,Highway,Slow,36,648.73,184.11,119.44,3.89,14.09
Meghalaya,Shillong,12277,26530,18934,43580,11258,22768,20840,48831,EV Hub,ChargeZone,Public,CCS,36,12768,Semi-Urban,Fast,13,249.8,436.65,109.08,2.05,3.03
Uttar Pradesh,Noida,16530,20827,30842,20307,29823,38713,495,36784,Green Charge,EVRE,Public,CCS,163,12769,Semi-Urban,Fast,37,318.37,498.09,158.58,15.58,2.92
Delhi,New Delhi,4078,18440,14816,1598,27140,10036,30798,35676,Green Charge,EVRE,Private,CCS,26,12770,Rural,Ultra Fast,39,733.95,474.32,348.13,10.4,9.48
Karnataka,Bangalore,41003,8663,37935,14325,21885,38583,46077,45194,Green Charge,Fortum,Public,GB/T,315,12771,Semi-Urban,Ultra Fast,49,270.86,15.31,4.15,0.26,2.79
Tamil Nadu,Chennai,11235,12242,16318,27294,5984,43825,31544,19035,Power Station,IOCL,Public,Type 2,187,12772,Rural,Ultra Fast,37,318.25,139.28,44.33,4.3,3.28
Haryana,Gurgaon,28931,47087,42723,42560,44317,41466,23266,14164,FastCharge,Ather Energy,Public,Type 2,169,12773,Rural,Slow,19,486.82,156.01,75.95,6.05,4.82
Jammu and Kashmir,Srinagar,26593,42234,41386,7312,25244,23821,8352,48989,Charge Point,Fortum,Commercial,CCS,191,12774,Semi-Urban,Slow,27,299.14,455.55,136.27,6.41,7.46
Sikkim,Gangtok,5089,38222,27758,15642,1039,25527,49192,34700,Green Charge,IOCL,Private,CCS,166,12775,Semi-Urban,Fast,6,727.38,215.39,156.67,11.76,2
Assam,Silchar,28527,16872,25537,37219,4912,35347,35871,9040,Green Charge,Tata Power,Commercial,CHAdeMO,233,12776,Semi-Urban,Ultra Fast,37,610.17,160.37,97.85,6.55,6.23
Ladakh,Leh,33018,14400,28686,44914,25307,4312,30358,3417,Power Station,BPCL,Private,CHAdeMO,332,12777,Semi-Urban,Fast,19,635.98,269.99,171.71,14.37,2.99
Kerala,Trivandrum,20600,27921,48660,21365,43321,22483,40932,12412,Charge Point,ChargeZone,Private,GB/T,344,12778,Highway,Ultra Fast,35,768.18,355.45,273.05,18.85,12.67
Uttarakhand,Dehradun,31955,34173,22214,29673,26978,10770,28864,33881,Power Station,EVRE,Commercial,Type 2,232,12779,Highway,Fast,16,277.55,187.34,52,2.33,13.55
Tamil Nadu,Chennai,27419,6803,6017,23269,1738,22921,747,9794,EV Hub,BPCL,Public,CCS,239,12780,Highway,Ultra Fast,4,576.38,413.61,238.4,13.6,5.2
Manipur,Imphal,11942,16163,49221,24881,40970,13967,46005,3573,Charge Point,Tata Power,Private,GB/T,290,12781,Urban,Slow,17,413.41,293.14,121.19,4.59,6.3
Rajasthan,Udaipur,9645,36346,37217,1713,16499,9989,18437,32385,EV Hub,Ather Energy,Private,CHAdeMO,284,12782,Urban,Ultra Fast,45,497.57,353.16,175.72,10.56,10.25
Tamil Nadu,Chennai,30576,45365,20891,27642,37235,19216,31147,46750,FastCharge,Fortum,Public,GB/T,137,12783,Semi-Urban,Fast,2,420.7,69.56,29.26,1.03,3.12
Punjab,Ludhiana,31002,16638,49038,22794,36386,73,43471,35226,FastCharge,EVRE,Public,GB/T,221,12784,Urban,Slow,8,766.68,110.13,84.43,2.12,0.61
Kerala,Trivandrum,48547,45807,16776,37608,42394,2375,15329,29925,Charge Point,ChargeZone,Public,Type 2,67,12785,Rural,Ultra Fast,34,297.73,344.26,102.5,9.23,9.99
Tamil Nadu,Chennai,19911,26824,11702,1778,11270,281,45222,11402,Green Charge,BPCL,Public,CCS,129,12786,Rural,Ultra Fast,14,293.27,136.1,39.91,2.12,14.92
Telangana,Hyderabad,43525,17063,19545,19690,24489,19175,5255,21456,Power Station,EVRE,Commercial,CHAdeMO,64,12787,Semi-Urban,Ultra Fast,25,661.04,367.31,242.81,4.17,13.16
Kerala,Kochi,44983,13099,45768,35640,2136,1285,24627,30836,Power Station,ChargeZone,Public,CHAdeMO,275,12788,Urban,Slow,1,465.74,361.03,168.15,14.16,0.28
Bihar,Gaya,23583,41142,5425,25917,2556,37072,10187,49744,Power Station,ChargeZone,Private,GB/T,197,12789,Highway,Fast,6,794.51,303.95,241.49,23.58,9.72
Kerala,Kochi,11917,34815,146,45459,7243,6679,30872,16609,Green Charge,IOCL,Private,CHAdeMO,344,12790,Rural,Ultra Fast,40,548.83,343.74,188.65,3.8,10.84
Jharkhand,Ranchi,13625,38271,22648,6833,49813,43960,37826,47769,Power Station,Fortum,Private,GB/T,158,12791,Semi-Urban,Slow,12,385.61,462.37,178.29,2.91,6.54
Gujarat,Ahmedabad,22122,26665,32951,14513,11140,25884,41969,23160,EV Hub,Fortum,Commercial,CCS,159,12792,Urban,Slow,24,267.7,233.83,62.6,2.07,8.07
Goa,Margao,27090,19053,6518,19524,15145,1957,13633,48647,EV Hub,Fortum,Private,CHAdeMO,216,12793,Semi-Urban,Ultra Fast,30,345.72,422,145.89,10.95,3.09
Delhi,New Delhi,27181,10628,43058,39359,32081,4262,10281,31036,EV Hub,Fortum,Commercial,GB/T,68,12794,Rural,Ultra Fast,46,450.21,423.74,190.77,2.27,4.17
Nagaland,Kohima,41038,41565,25588,37164,21017,18652,17513,33686,Green Charge,Tata Power,Commercial,CCS,305,12795,Urban,Ultra Fast,1,498.91,298.39,148.87,8.89,13.12
Kerala,Trivandrum,27733,6936,30554,48262,8723,17032,25353,46956,Charge Point,ChargeZone,Public,CHAdeMO,62,12796,Urban,Fast,48,783.25,65.42,51.24,4.02,11.06
Chhattisgarh,Raipur,13434,48386,1004,25422,27014,14317,20049,48098,FastCharge,IOCL,Private,Type 2,301,12797,Rural,Ultra Fast,43,596.13,473.17,282.07,6.95,10.14
Punjab,Ludhiana,46709,32677,21202,20880,48917,47763,40041,22011,EV Hub,IOCL,Commercial,GB/T,181,12798,Highway,Ultra Fast,8,545.84,91.94,50.18,4.08,8.39
Bihar,Gaya,34369,4420,12541,39354,5981,2550,45210,26430,Green Charge,Tata Power,Commercial,Type 2,323,12799,Highway,Fast,28,527.52,85.55,45.13,4.46,14.13
Arunachal Pradesh,Itanagar,23234,40870,15036,4048,43588,9550,35903,37291,Green Charge,IOCL,Public,CHAdeMO,140,12800,Urban,Slow,23,750.26,330.39,247.88,9.68,12.08
Himachal Pradesh,Shimla,35096,48554,34215,32500,16755,30654,29200,32423,FastCharge,EVRE,Private,CHAdeMO,213,12801,Highway,Fast,9,533.71,45.08,24.06,1.08,7.36
Haryana,Faridabad,33729,29691,19963,2532,16173,45021,26904,4409,Green Charge,BPCL,Commercial,GB/T,332,12802,Rural,Fast,16,540.08,420.18,226.93,19.8,7.78
Himachal Pradesh,Shimla,29886,12930,41664,8986,42058,26246,22461,22599,Charge Point,Fortum,Public,GB/T,326,12803,Urban,Ultra Fast,5,222.57,369.67,82.28,4.86,9.04
Puducherry,Puducherry,12307,33803,47550,13301,37084,18410,47024,28021,Green Charge,EVRE,Private,GB/T,105,12804,Highway,Ultra Fast,40,786.99,338.4,266.32,3.25,9.81
Jammu and Kashmir,Jammu,4288,10514,24837,46771,4946,35571,25501,27414,Green Charge,Tata Power,Commercial,CHAdeMO,140,12805,Highway,Fast,40,472.47,195.16,92.21,7.36,14.16
Ladakh,Leh,4740,638,27545,29707,23037,27932,19657,29385,Charge Point,EVRE,Private,CCS,111,12806,Rural,Fast,25,255.98,134.6,34.45,0.78,4.3
Ladakh,Leh,5124,25971,30849,46985,14789,39393,30216,27536,Charge Point,Ather Energy,Commercial,GB/T,312,12807,Semi-Urban,Slow,45,370.05,29.07,10.76,0.33,13.4
Uttarakhand,Dehradun,37202,4185,11434,1914,20195,38023,16768,29227,Green Charge,Tata Power,Public,Type 2,196,12808,Highway,Slow,37,770.98,320.65,247.21,19.08,8
Assam,Guwahati,41514,44787,13651,18001,492,26614,13803,46408,Power Station,ChargeZone,Private,Type 2,139,12809,Highway,Ultra Fast,46,737.74,254.71,187.91,5.09,11.68
Kerala,Kochi,11802,4656,21917,46748,23466,14650,48563,15635,Charge Point,Tata Power,Private,Type 2,36,12810,Urban,Slow,10,421.28,456.74,192.42,3.5,12.78
Uttar Pradesh,Lucknow,28049,18974,29164,5822,7058,40339,8209,16906,FastCharge,Fortum,Private,GB/T,108,12811,Urban,Fast,13,749.72,195.61,146.65,10.66,14.37
Bihar,Patna,21745,22666,23073,26436,25294,7783,20560,48830,EV Hub,Fortum,Public,GB/T,69,12812,Semi-Urban,Ultra Fast,47,443.44,439.43,194.86,4.22,13.75
Karnataka,Mysore,42978,3334,27877,1370,27649,24589,26873,18746,Power Station,EVRE,Public,CCS,341,12813,Semi-Urban,Slow,15,771.75,453.86,350.27,4.26,0.79
West Bengal,Kolkata,40381,6840,42930,33404,31744,22949,36640,15270,Charge Point,IOCL,Private,CHAdeMO,346,12814,Semi-Urban,Slow,10,647.31,371.47,240.46,21.44,4.82
Chhattisgarh,Bhilai,40358,19836,26306,45532,34715,42977,26181,44857,Green Charge,Fortum,Public,CCS,187,12815,Urban,Fast,3,599.33,192.79,115.54,10.28,5.54
Delhi,New Delhi,15361,6693,21280,16191,16959,21802,46459,6880,EV Hub,BPCL,Commercial,CCS,27,12816,Semi-Urban,Slow,6,399.91,39.32,15.72,0.49,2.72
